i,t_v,tensión(V)
0,1668002604.3725173,+7.17460000E-05

0,1668002604.902512,+7.77620000E-05

0,1668002605.422507,+7.74390000E-05

0,1668002605.9525015,+7.65960000E-05

0,1668002606.4724963,+7.77930000E-05

0,1668002607.0024912,+8.12700000E-05

0,1668002607.5274858,+7.94790000E-05

0,1668002608.0474806,+8.11660000E-05

0,1668002608.5774753,+8.20820000E-05

0,1668002609.0974703,+8.21020000E-05

0,1668002609.627465,+8.41220000E-05

0,1668002610.1484597,+8.36740000E-05

0,1668002610.6784542,+8.44230000E-05

0,1668002611.1984491,+8.45590000E-05

0,1668002611.718444,+8.24980000E-05

0,1668002612.2484388,+8.12590000E-05

0,1668002612.7684333,+8.64840000E-05

0,1668002613.298428,+8.81600000E-05

0,1668002613.818423,+8.79420000E-05

0,1668002614.3484178,+8.84520000E-05

0,1668002614.8684125,+9.22710000E-05

0,1668002615.3984072,+9.31870000E-05

0,1668002615.918402,+9.51650000E-05

0,1668002616.4483967,+9.34890000E-05

0,1668002616.9683914,+9.22820000E-05

0,1668002617.4983861,+9.22820000E-05

0,1668002618.018381,+9.29690000E-05

0,1668002618.5483758,+9.06170000E-05

0,1668002619.0683703,+9.25840000E-05

0,1668002619.598365,+9.27500000E-05

0,1668002620.11936,+9.95370000E-05

0,1668002620.639355,+9.63200000E-05

0,1668002621.1703496,+9.78190000E-05

0,1668002621.690344,+9.36140000E-05

0,1668002622.220339,+9.72880000E-05

0,1668002622.7403338,+9.82150000E-05

0,1668002623.2703285,+9.65810000E-05

0,1668002623.7903233,+9.85890000E-05

0,1668002624.320318,+9.78090000E-05

0,1668002624.8403127,+1.00442000E-04

0,1668002625.3703077,+9.78500000E-05

0,1668002625.8903022,+9.65180000E-05

0,1668002626.420297,+1.03388000E-04

0,1668002626.940292,+1.02732000E-04

0,1668002627.4702866,+1.00838000E-04

0,1668002627.990281,+1.00931000E-04

0,1668002628.520276,+1.04189000E-04

0,1668002629.0402708,+1.02607000E-04

0,1668002629.5702655,+1.05022000E-04

0,1668002630.0902603,+1.08342000E-04

0,1668002630.6222553,+1.06687000E-04

0,1668002631.1442502,+1.07301000E-04

0,1668002631.6672454,+1.08342000E-04

0,1668002632.19724,+1.09081000E-04

0,1668002632.7172348,+1.09425000E-04

0,1668002633.2472298,+1.08613000E-04

0,1668002633.7672243,+1.09518000E-04

0,1668002634.297219,+1.12901000E-04

0,1668002634.817214,+1.11340000E-04

0,1668002635.3472087,+1.10476000E-04

0,1668002635.8772032,+1.11413000E-04

0,1668002636.3961985,+1.14119000E-04

0,1668002636.9271932,+1.12225000E-04

0,1668002637.447188,+1.12943000E-04

0,1668002637.9771826,+1.10164000E-04

0,1668002638.4971774,+1.13942000E-04

0,1668002639.027172,+1.19365000E-04

0,1668002639.547167,+1.15576000E-04

0,1668002640.0771616,+1.17065000E-04

0,1668002640.5971563,+1.18876000E-04

0,1668002641.1221514,+1.21020000E-04

0,1668002641.6521459,+1.19084000E-04

0,1668002642.1821406,+1.17335000E-04

0,1668002642.7021356,+1.20135000E-04

0,1668002643.2241304,+1.24944000E-04

0,1668002643.754125,+1.21488000E-04

0,1668002644.27812,+1.24465000E-04

0,1668002644.8081148,+1.25162000E-04

0,1668002645.3281093,+1.20322000E-04

0,1668002645.858104,+1.22883000E-04

0,1668002646.378099,+1.25527000E-04

0,1668002646.9080937,+1.26162000E-04

0,1668002647.4280884,+1.26224000E-04

0,1668002647.9580832,+1.27359000E-04

0,1668002648.478078,+1.27931000E-04

0,1668002649.0080726,+1.29700000E-04

0,1668002649.5280674,+1.28608000E-04

0,1668002650.058062,+1.27733000E-04

0,1668002650.578057,+1.26505000E-04

0,1668002651.1050518,+1.29971000E-04

0,1668002651.6350465,+1.29794000E-04

0,1668002652.1550412,+1.31470000E-04

0,1668002652.6850357,+1.30596000E-04

0,1668002653.202031,+1.31449000E-04

0,1668002653.7290256,+1.30606000E-04

0,1668002654.2590203,+1.32240000E-04

0,1668002654.779015,+1.31439000E-04

0,1668002655.30901,+1.34592000E-04

0,1668002655.8290045,+1.36237000E-04

0,1668002656.3589993,+1.38215000E-04

0,1668002656.8789942,+1.38860000E-04

0,1668002657.4089887,+1.39079000E-04

0,1668002657.9289834,+1.39172000E-04

0,1668002658.4589784,+1.41358000E-04

0,1668002658.9789732,+1.40369000E-04

0,1668002659.502968,+1.39661000E-04

0,1668002660.0329628,+1.41702000E-04

0,1668002660.5529575,+1.43866000E-04

0,1668002661.0829523,+1.41774000E-04

0,1668002661.602947,+1.45011000E-04

0,1668002662.1299417,+1.44397000E-04

0,1668002662.6499367,+1.41597000E-04

0,1668002663.1799314,+1.43065000E-04

0,1668002663.699926,+1.44501000E-04

0,1668002664.2299209,+1.46208000E-04

0,1668002664.7499156,+1.47260000E-04

0,1668002665.2799103,+1.48779000E-04

0,1668002665.799905,+1.48488000E-04

0,1668002666.3298998,+1.48394000E-04

0,1668002666.8498948,+1.49581000E-04

0,1668002667.3798895,+1.48811000E-04

