i,t_v,tensión(V)

0,1668008031.727795,+9.75038000E-04

0,1668008032.2477846,+9.74882000E-04

0,1668008032.777774,+9.75007000E-04

0,1668008033.2977636,+9.74820000E-04

0,1668008033.8277535,+9.74976000E-04

0,1668008034.3567429,+9.74716000E-04

0,1668008034.8767326,+9.74945000E-04

0,1668008035.406722,+9.74518000E-04

0,1668008035.9267116,+9.74695000E-04

0,1668008036.4537013,+9.74143000E-04

0,1668008036.9836907,+9.74705000E-04

0,1668008037.5036805,+9.74789000E-04

0,1668008038.03367,+9.74403000E-04

0,1668008038.5536594,+9.74539000E-04

0,1668008039.0836487,+9.74403000E-04

0,1668008039.6046386,+9.74445000E-04

0,1668008040.1346278,+9.74383000E-04

0,1668008040.6646173,+9.74122000E-04

0,1668008041.1846068,+9.74112000E-04

0,1668008041.714596,+9.74258000E-04

0,1668008042.2345858,+9.74466000E-04

0,1668008042.7645752,+9.74539000E-04

0,1668008043.2845647,+9.74913000E-04

0,1668008043.8145542,+9.74539000E-04

0,1668008044.334544,+9.74466000E-04

0,1668008044.8645332,+9.74622000E-04

0,1668008045.3945227,+9.74508000E-04

0,1668008045.9145122,+9.74237000E-04

0,1668008046.4445014,+9.74279000E-04

0,1668008046.9644914,+9.74018000E-04

0,1668008047.4944806,+9.73883000E-04

0,1668008048.02447,+9.74112000E-04

0,1668008048.5444596,+9.73977000E-04

0,1668008049.0744488,+9.73696000E-04

0,1668008049.5944386,+9.73737000E-04

0,1668008050.126428,+9.73925000E-04

0,1668008050.6464176,+9.73789000E-04

0,1668008051.176407,+9.73508000E-04

0,1668008051.6963966,+9.73529000E-04

0,1668008052.2263858,+9.73519000E-04

0,1668008052.7563753,+9.73821000E-04

0,1668008053.276365,+9.73571000E-04

0,1668008053.8063545,+9.74060000E-04

0,1668008054.3273442,+9.74570000E-04

0,1668008054.8573334,+9.74924000E-04

0,1668008055.377323,+9.75018000E-04

0,1668008055.9073124,+9.75507000E-04

0,1668008056.427302,+9.75580000E-04

0,1668008056.9572916,+9.75684000E-04

0,1668008057.477281,+9.75590000E-04

0,1668008058.0072703,+9.75798000E-04

0,1668008058.5272598,+9.75840000E-04

0,1668008059.0572493,+9.75517000E-04

0,1668008059.577239,+9.75392000E-04

0,1668008060.1022289,+9.75111000E-04

0,1668008060.6322184,+9.75434000E-04

0,1668008061.1522079,+9.75163000E-04

0,1668008061.6821976,+9.75142000E-04

0,1668008062.202187,+9.75371000E-04

0,1668008062.7321763,+9.74976000E-04

0,1668008063.2521658,+9.75018000E-04

0,1668008063.7821555,+9.75205000E-04

0,1668008064.312145,+9.75309000E-04

0,1668008064.8321345,+9.75340000E-04

0,1668008065.3621237,+9.75600000E-04

0,1668008065.8821132,+9.75715000E-04

0,1668008066.412103,+9.75725000E-04

0,1668008066.9320924,+9.75892000E-04

0,1668008067.462082,+9.76069000E-04

0,1668008067.9840715,+9.75829000E-04

0,1668008068.5140607,+9.76121000E-04

0,1668008069.0340502,+9.76121000E-04

0,1668008069.5640397,+9.75517000E-04

0,1668008070.0840294,+9.75444000E-04

0,1668008070.614019,+9.75288000E-04

0,1668008071.1340084,+9.74861000E-04

0,1668008071.6639977,+9.74560000E-04

0,1668008072.1839874,+9.74289000E-04

0,1668008072.7139769,+9.73612000E-04

0,1668008073.2339664,+9.73258000E-04

0,1668008073.7639556,+9.72707000E-04

0,1668008074.2839456,+9.72478000E-04

0,1668008074.8149347,+9.72499000E-04

0,1668008075.3349242,+9.72114000E-04

0,1668008075.864914,+9.72291000E-04

0,1668008076.3849034,+9.72145000E-04

0,1668008076.914893,+9.72238000E-04

